,CA_City,CA_PopByMM,CA_DiagPer100k
6742,CA Santa Rosa,"2,570",5.9
6743,CA Santa Ana,"5,688",11.3
6744,CA Union City,"5,989",9.7
6745,CA Santa Clarita,"5,301",10.7
6746,CA Temecula,"3,842",9.9
6747,CA Temecula,"5,597",8.2
6748,CA Sunnyvale,447,8.0
6749,CA Stockton,"1,500",10.5
6750,CA Union City,"4,219",11.5
6751,CA Vacaville,"3,079",6.6
6752,CA Santa Barbara,"4,738",8.9
6753,CA Santa Ana,"7,011",13.7
6756,CA Santa Ana,"5,674",12.4
6757,CA Stockton,"4,559",13.5
6758,CA Santa Rosa,"2,079",7.2
6759,CA Santa Monica,"4,433",7.6
6760,CA Union City,"5,883",10.0
6761,CA Upland,"4,338",10.8
6762,CA Santa Clara,"3,808",7.0
6763,CA Simi Valley,"124,237",8.4
6764,CA Santa Maria,"8,735",10.2
6765,CA Santa Ana,"4,481",9.8
6766,CA Santa Clarita,"1,996",8.2
6767,CA Vacaville,"4,912",13.9
6769,CA Santa Rosa,"4,451",8.5
6770,CA Santa Ana,"324,528",11.3
6771,CA Santa Clarita,"176,320",7.5
6772,CA Stockton,"1,898",11.6
6773,CA Sunnyvale,"3,668",8.3
6774,CA Upland,"3,449",9.5
6775,CA Temecula,"3,263",8.2
6776,CA South Gate,"5,522",12.8
6777,CA Santa Clarita,"4,261",8.6
6778,CA Turlock,"2,043",9.2
6779,CA Temecula,"6,106",6.7
6780,CA Santa Maria,"99,553",12.4
6781,CA Thousand Oaks,"126,683",8.5
6782,CA Santa Clarita,"1,932",8.0
6783,CA Stockton,"2,725",12.1
6784,CA Tracy,"4,189",10.0
6785,CA Torrance,"3,958",9.5
6786,CA Santa Ana,"8,605",15.3
6787,CA Santa Monica,"6,306",6.1
6788,CA Santa Clara,"9,741",6.2
6789,CA Sunnyvale,"4,410",8.6
6790,CA Stockton,"3,419",11.5
6791,CA Thousand Oaks,"3,117",8.5
6793,CA Stockton,761,11.7
6794,CA Vacaville,"3,477",6.6
6795,CA Simi Valley,"4,353",8.4
6796,CA Santa Clarita,"6,490",5.1
6797,CA Stockton,"3,754",15.5
6798,CA Stockton,"2,974",12.7
6800,CA Santa Clarita,"2,895",8.4
6801,CA Santa Rosa,"167,815",8.2
6802,CA South Gate,"4,153",11.6
6803,CA Simi Valley,"4,281",7.2
6804,CA Santa Ana,"6,015",8.9
6805,CA Stockton,"5,001",15.9
6806,CA Thousand Oaks,"3,908",8.5
6807,CA Temecula,"3,478",7.2
6808,CA Turlock,"5,393",14.5
6809,CA Tustin,"5,399",9.7
6810,CA Turlock,"7,449",9.9
6811,CA Thousand Oaks,"1,196",8.2
6812,CA Santa Ana,"7,432",11.3
6813,CA Santa Ana,"3,011",8.8
6814,CA Santa Clarita,"1,901",6.4
6815,CA Stockton,"10,682",7.9
6816,CA Santa Clarita,"3,246",7.3
6817,CA Santa Clarita,"7,720",7.5
6818,CA Thousand Oaks,"6,565",7.6
6819,CA Stockton,"3,137",13.9
6820,CA Santa Rosa,"4,037",7.2
6821,CA Santa Clarita,"4,075",8.1
6822,CA Santa Rosa,"5,250",7.9
6823,CA Sunnyvale,"140,081",7.1
6824,CA Stockton,"2,749",13.9
6825,CA Stockton,"3,201",11.6
6826,CA Sunnyvale,"5,273",8.3
6827,CA Santa Monica,"4,037",5.7
6828,CA Santa Ana,"6,627",11.6
6829,CA Santa Clarita,"5,031",7.3
6830,CA Torrance,"6,311",8.1
6831,CA Temecula,"2,149",7.5
6832,CA Union City,"2,261",8.9
6833,CA South Gate,"4,052",11.6
6834,CA Torrance,"5,853",11.4
6835,CA Santa Maria,"3,930",11.4
6836,CA Stockton,"4,191",12.9
6837,CA Santa Monica,"5,700",6.0
6838,CA Sunnyvale,"4,171",6.8
6839,CA Thousand Oaks,"6,025",7.8
6840,CA Santa Ana,"5,512",6.7
6842,CA Upland,"3,478",6.4
6843,CA Santa Barbara,"3,707",8.0
6844,CA Santa Rosa,"3,970",8.5
6845,CA Tustin,"2,523",9.7
6846,CA Santa Ana,"4,392",11.5
6847,CA Thousand Oaks,"1,069",9.1
6848,CA Vacaville,"4,943",9.0
6849,CA Santa Ana,"324,528",13.8
6851,CA Santa Ana,"3,220",7.0
6852,CA Santa Clarita,367,7.4
6853,CA Stockton,"2,771",16.3
6854,CA Thousand Oaks,"3,429",8.4
6855,CA Santa Barbara,"4,059",8.9
6856,CA Santa Rosa,"6,807",8.6
6857,CA Santa Clara,"5,514",7.6
6858,CA Temecula,668,7.4
6859,CA Santa Clarita,"7,257",8.7
6860,CA Vacaville,"4,612",8.7
6861,CA Stockton,"3,863",18.7
6862,CA Santa Ana,"7,486",13.2
6863,CA South Gate,"3,493",10.8
6864,CA Turlock,"6,450",10.7
6865,CA Santa Rosa,"6,254",7.4
6866,CA South Gate,"5,757",11.6
6867,CA Temecula,"6,483",6.8
6868,CA Tracy,"82,922",8.6
6869,CA Santa Maria,"5,294",10.3
6870,CA Santa Ana,"9,983",11.2
6871,CA Sunnyvale,"2,817",7.7
6872,CA Santa Rosa,"2,610",12.5
6873,CA Union City,"4,016",10.5
6874,CA Stockton,"2,579",11.4
6875,CA Upland,"3,248",9.3
6876,CA Santa Clara,"2,348",6.1
6877,CA Torrance,"6,704",9.2
6878,CA Santa Ana,"3,412",10.4
6879,CA Stockton,"5,842",13.7
6880,CA Santa Maria,"11,117",10.3
6881,CA Santa Barbara,"88,410",8.3
6882,CA Torrance,"5,103",9.0
6883,CA South Gate,"94,396",13.6
6884,CA Vacaville,"1,780",7.4
6885,CA Simi Valley,"4,855",7.8
6886,CA Simi Valley,"5,008",8.8
6887,CA Santa Ana,"5,499",12.6
6888,CA Torrance,"4,472",8.6
6889,CA Upland,"3,264",9.5
6890,CA Stockton,991,15.0
6891,CA Santa Rosa,"1,893",9.4
6892,CA Thousand Oaks,"3,722",8.4
6893,CA Santa Clara,"116,468",7.8
6895,CA Tustin,"3,703",10.2
6896,CA Temecula,"7,683",7.0
6897,CA Turlock,"2,742",10.7
6898,CA Santa Ana,"2,018",11.9
6899,CA Santa Clarita,"3,419",8.4
6900,CA Tustin,280,10.0
6901,CA Sunnyvale,"5,336",7.6
6902,CA Santa Clara,"3,911",7.9
6903,CA Santa Ana,"2,697",12.5
6904,CA Santa Barbara,"4,480",7.0
6905,CA Sunnyvale,"4,392",7.0
6906,CA Union City,"3,205",9.5
6907,CA Stockton,"4,787",10.1
6908,CA Santa Rosa,"3,158",10.7
6909,CA Stockton,"3,148",9.7
6910,CA South Gate,"6,050",10.9
6911,CA Torrance,"7,103",7.4
6912,CA Santa Clara,"3,265",8.6
6913,CA Simi Valley,"124,237",8.2
6914,CA Santa Clara,"4,615",8.0
6915,CA Simi Valley,"3,324",8.5
6916,CA Upland,"3,905",8.7
6917,CA Vacaville,"92,428",8.6
6918,CA Santa Ana,"5,822",12.6
6919,CA Santa Maria,"6,765",11.8
6920,CA Vacaville,"5,625",7.5
6921,CA Thousand Oaks,"7,126",9.1
6922,CA Simi Valley,"5,458",8.2
6923,CA Santa Maria,147,1.8
6924,CA Simi Valley,"5,156",8.2
6925,CA Thousand Oaks,"3,635",10.2
6926,CA Santa Ana,"8,286",10.8
6927,CA Santa Monica,"89,736",6.8
6928,CA Tustin,"3,456",6.6
6929,CA Santa Rosa,"3,527",8.4
6930,CA Temecula,"6,495",8.5
6931,CA Stockton,"2,327",10.1
6932,CA Sunnyvale,"2,562",7.8
6933,CA Upland,"3,832",9.7
6934,CA Thousand Oaks,"3,520",10.8
6935,CA Stockton,"4,385",12.7
6936,CA Temecula,"4,472",7.9
6937,CA Turlock,125,12.6
6938,CA Santa Clarita,"6,010",8.1
6939,CA Stockton,"5,859",11.9
6940,CA Santa Barbara,145,8.8
6941,CA Union City,"4,674",10.1
6942,CA Santa Clarita,"2,979",6.3
6943,CA Santa Monica,"6,696",7.2
6944,CA Tracy,"4,694",10.2
6945,CA Stockton,"1,590",10.2
6946,CA Santa Clarita,"1,291",7.2
6947,CA Sunnyvale,"3,839",6.9
6948,CA Santa Ana,"5,845",12.1
6949,CA Santa Clara,"2,840",2.3
6950,CA South Gate,"5,498",11.6
6951,CA Santa Ana,"5,555",7.6
6953,CA Santa Ana,"5,226",10.9
6954,CA Torrance,"6,050",8.3
6955,CA Tustin,"75,540",9.2
6956,CA Santa Monica,"6,364",7.6
6958,CA Vacaville,"3,626",7.3
6959,CA Stockton,127,10.8
6960,CA Santa Rosa,"5,320",8.2
6961,CA Torrance,"2,521",9.2
6962,CA Santa Maria,"99,553",10.8
6964,CA Santa Barbara,"7,189",9.7
6965,CA Sunnyvale,"4,798",4.7
6966,CA Stockton,"6,256",10.3
6967,CA Stockton,"4,582",13.9
6968,CA Santa Rosa,"3,461",8.9
6969,CA Vacaville,"4,088",8.3
6970,CA Temecula,365,8.0
6971,CA Sunnyvale,"7,407",8.7
6972,CA South Gate,"94,396",11.5
6973,CA Santa Rosa,"3,006",8.3
6974,CA Santa Barbara,"1,428",8.6
6975,CA Santa Monica,"89,736",6.6
6976,CA Union City,"6,068",8.3
6977,CA Santa Rosa,"4,775",7.4
6978,CA Santa Clarita,"3,336",6.7
6979,CA Union City,"1,061",7.2
6980,CA Santa Ana,"7,444",9.7
6981,CA Stockton,"3,540",10.2
6982,CA Temecula,"4,604",7.0
6983,CA Santa Clarita,"4,287",8.1
6984,CA Temecula,"1,470",9.6
6985,CA Santa Ana,"3,017",13.2
6986,CA Stockton,"2,279",13.4
6987,CA Santa Clara,"9,530",3.9
6988,CA Sunnyvale,"6,834",7.2
6989,CA Upland,"3,906",9.6
6990,CA Santa Ana,"9,170",12.5
6991,CA Santa Monica,"4,016",6.8
6992,CA Santa Maria,"6,991",8.8
6993,CA Thousand Oaks,"3,395",9.4
6994,CA South Gate,"7,289",10.6
6995,CA Santa Ana,562,6.2
6996,CA Santa Clara,"2,369",6.3
6997,CA Santa Maria,"2,084",10.2
6998,CA Simi Valley,"7,514",7.7
7000,CA Torrance,"5,831",10.5
7001,CA Santa Rosa,"5,065",10.3
7002,CA Turlock,"2,667",7.0
7003,CA Santa Clara,"5,957",5.9
7004,CA Tracy,"13,371",8.0
7005,CA Simi Valley,"5,308",9.4
7006,CA Torrance,"3,063",8.6
7007,CA Santa Ana,"9,450",10.7
7008,CA Stockton,"5,569",11.1
7009,CA Santa Clarita,"3,574",7.0
7010,CA Sunnyvale,"5,294",10.0
7011,CA Santa Clarita,"1,508",5.4
7012,CA Stockton,"2,750",13.7
7013,CA Stockton,"4,586",11.9
7014,CA Santa Maria,"6,811",11.7
7015,CA South Gate,"4,435",12.0
7016,CA South Gate,"6,519",11.2
7017,CA Santa Maria,"6,035",9.0
7018,CA Torrance,"3,639",9.0
7019,CA Santa Monica,"3,196",6.4
7020,CA Santa Ana,"5,245",10.9
7021,CA Simi Valley,"5,831",9.0
7022,CA Santa Clarita,"2,337",5.4
7023,CA Turlock,"2,226",12.2
7024,CA Tustin,"3,599",8.9
7025,CA Thousand Oaks,"8,378",7.9
7026,CA Vacaville,"7,810",10.3
7027,CA Santa Clara,"5,940",8.0
7028,CA Simi Valley,"7,676",8.1
7029,CA Stockton,"3,982",11.9
7030,CA Torrance,"3,158",9.2
7031,CA Sunnyvale,"5,172",7.0
7032,CA Thousand Oaks,"6,305",8.6
7034,CA Santa Ana,"3,895",10.3
7035,CA Santa Barbara,433,8.4
7036,CA Santa Clara,"3,880",6.1
7037,CA Upland,"73,732",9.3
7038,CA Thousand Oaks,"3,744",8.4
7039,CA Vacaville,"4,910",7.5
7040,CA Santa Clarita,"4,230",7.8
7041,CA Stockton,"4,450",13.0
7042,CA Tustin,"6,065",7.0
7043,CA Thousand Oaks,"2,689",9.0
7044,CA Simi Valley,"3,767",10.2
7045,CA South Gate,"4,775",11.8
7046,CA Santa Clarita,"5,460",6.5
7047,CA Stockton,"2,627",9.9
7048,CA Tracy,"82,922",9.5
7049,CA Santa Ana,"3,797",11.5
7050,CA Stockton,"2,560",17.4
7051,CA Santa Ana,"3,801",11.5
7052,CA Tracy,"5,784",7.5
7053,CA Temecula,"5,122",8.6
7054,CA Thousand Oaks,"3,907",9.6
7055,CA Turlock,"10,838",6.7
7056,CA Santa Ana,"5,753",12.1
7057,CA Santa Maria,"6,687",11.9
7058,CA Sunnyvale,"2,930",10.0
7059,CA Tustin,"2,573",10.2
7060,CA Santa Barbara,"2,757",8.8
7061,CA Santa Monica,"4,986",5.7
7062,CA Stockton,"3,054",10.1
7063,CA Torrance,"5,928",8.0
7064,CA Santa Ana,"9,156",11.9
7065,CA Simi Valley,"2,788",8.7
7066,CA Tustin,"5,074",8.5
7067,CA Santa Clara,"5,867",8.4
7068,CA Santa Rosa,"2,976",7.7
7069,CA Stockton,"4,669",11.2
7070,CA Tracy,"3,262",11.0
7071,CA Santa Barbara,"1,012",8.9
7072,CA Stockton,"291,707",11.8
7073,CA Santa Clarita,"1,896",7.7
7074,CA Temecula,"6,696",9.1
7075,CA Santa Barbara,"4,659",7.6
7076,CA Vacaville,"3,224",6.8
7077,CA Santa Rosa,"6,433",8.4
7079,CA Stockton,"12,552",10.1
7080,CA Santa Barbara,"4,059",9.0
7081,CA Santa Clarita,"5,061",8.1
7082,CA Santa Clarita,"2,725",7.0
7083,CA Stockton,"10,129",7.8
7084,CA Santa Rosa,"6,660",9.1
7085,CA Tustin,"5,913",8.7
7086,CA Temecula,"100,097",7.9
7087,CA Sunnyvale,"7,572",5.8
7088,CA Santa Ana,"9,053",12.3
7089,CA South Gate,"4,458",11.4
7090,CA Santa Ana,"6,819",10.9
7091,CA Simi Valley,"6,472",7.8
7092,CA Santa Rosa,"7,942",8.1
7093,CA South Gate,"3,866",12.3
7094,CA Upland,"3,584",8.8
7095,CA Turlock,"68,549",9.7
7096,CA Santa Ana,"2,266",11.7
7097,CA Thousand Oaks,"5,149",7.3
7098,CA Union City,"3,883",10.6
7099,CA Stockton,"1,586",12.5
7100,CA Vacaville,"7,016",8.7
7101,CA Santa Clarita,"4,306",9.0
7102,CA Santa Barbara,"2,687",8.7
7103,CA Sunnyvale,"7,701",5.9
7104,CA Torrance,"2,763",8.0
7105,CA Union City,"3,310",7.9
7106,CA Santa Rosa,"5,219",8.4
7107,CA Santa Monica,"3,751",7.2
7108,CA Tracy,"6,332",9.2
7109,CA Upland,"3,958",9.4
7110,CA Stockton,"3,704",13.2
7111,CA Santa Ana,"6,801",9.0
7112,CA Santa Monica,"4,684",5.1
7113,CA South Gate,"3,720",10.8
7114,CA Upland,"4,075",8.5
7115,CA Santa Clara,"4,617",7.1
7116,CA Santa Ana,332,10.6
7117,CA Santa Maria,"3,321",10.9
7118,CA Santa Ana,"3,287",12.8
7119,CA Torrance,"2,614",8.8
7120,CA Visalia,"2,729",8.6
7125,CA Victorville,681,13.7
7133,CA Vista,"6,291",9.1
7134,CA West Covina,"6,705",8.7
7135,CA Vista,"93,834",8.9
7143,CA Whittier,"4,213",8.3
7145,CA Vallejo,"5,308",12.9
7147,CA Victorville,"4,817",11.3
7152,CA Visalia,"3,390",9.2
7157,CA Vallejo,"4,292",12.2
7158,CA Visalia,"124,442",10.1
7161,CA Westminster,"4,733",12.9
7162,CA West Covina,"3,063",9.9
7163,CA Vallejo,"3,011",10.2
7164,CA Vallejo,"3,206",11.5
7170,CA Victorville,"3,195",10.0
7171,CA West Covina,"2,076",9.1
7179,CA Westminster,"5,749",12.2
7182,CA Vallejo,"4,988",11.4
7186,CA Vista,"5,614",9.2
7191,CA Whittier,"85,331",9.3
7192,CA West Covina,"3,849",10.9
7195,CA Westminster,"3,053",9.5
7197,CA Vallejo,"3,764",9.7
7198,CA Westminster,"1,230",8.3
7199,CA West Covina,"6,272",9.9
7211,CA Vista,"4,933",8.3
7212,CA Vista,325,6.2
7214,CA Westminster,"5,816",13.7
7216,CA Visalia,"1,337",12.8
7217,CA West Covina,"5,725",11.1
7219,CA Vista,"2,869",9.8
7223,CA Whittier,"3,326",8.9
7228,CA Visalia,"2,769",13.5
7234,CA Visalia,"5,663",10.5
7238,CA West Covina,"5,823",10.1
7239,CA West Covina,960,7.5
7243,CA Victorville,92,14.6
7245,CA Vista,"4,628",9.1
7252,CA Victorville,"4,499",10.7
7254,CA Vallejo,"2,938",9.2
7255,CA Westminster,"5,136",13.1
7256,CA Whittier,"1,153",15.3
7259,CA Visalia,"8,224",13.1
7260,CA Vallejo,"3,061",11.9
7261,CA Whittier,"5,016",8.0
7266,CA Vallejo,"1,322",9.4
7276,CA West Covina,"106,098",9.9
7279,CA Vallejo,"2,280",11.0
7280,CA West Covina,"4,803",9.7
7281,CA West Covina,"2,392",11.1
7289,CA Victorville,241,8.5
7294,CA Vallejo,"6,678",10.1
7296,CA Whittier,"3,592",12.3
7298,CA Victorville,217,14.5
7300,CA Whittier,"85,331",9.4
7303,CA Vista,"4,541",8.7
7305,CA Whittier,"3,792",9.2
7311,CA Vallejo,"3,872",9.1
7314,CA Vallejo,"5,833",13.5
7326,CA Victorville,"2,469",13.8
7330,CA Vista,"6,163",11.8
7334,CA West Covina,"5,283",9.9
7338,CA West Covina,"2,940",9.1
7344,CA Visalia,"124,442",9.8
7345,CA Visalia,"6,117",11.6
7346,CA Westminster,"6,352",12.9
7349,CA Vallejo,"2,538",16.1
7351,CA Westminster,"4,137",11.8
7353,CA Vallejo,"3,845",10.8
7354,CA Whittier,"2,131",10.4
7355,CA Westminster,"89,701",11.7
7360,CA West Covina,"5,351",10.7
7363,CA Victorville,"5,510",11.2
7368,CA Vista,"5,777",7.6
7370,CA West Covina,150,14.0
7371,CA Whittier,"4,273",8.2
7372,CA Visalia,"4,830",10.8
7374,CA Vista,"1,733",8.4
7378,CA Victorville,"10,960",13.0
7383,CA Vallejo,"2,798",18.1
7387,CA Victorville,"14,794",10.3
7394,CA Westminster,"5,111",16.8
7395,CA Westminster,"7,016",13.3
7396,CA Whittier,"1,303",9.5
7398,CA Vista,"1,070",7.2
7400,CA Visalia,"6,983",13.8
7403,CA Westminster,"5,282",15.1
7408,CA West Covina,"4,926",10.6
7413,CA Visalia,"7,487",8.6
7414,CA Vista,"1,064",8.8
7422,CA Vallejo,"5,357",9.5
7429,CA Whittier,"7,238",9.3
7430,CA Whittier,638,8.8
7433,CA Vista,"4,147",9.8
7438,CA Vista,"1,261",7.0
7442,CA Victorville,"5,017",14.5
7450,CA Vallejo,"2,578",8.3
7453,CA Whittier,"6,780",8.5
7454,CA Vista,"5,974",7.3
7456,CA West Covina,"2,008",11.0
7457,CA Visalia,"19,471",7.8
7461,CA Vallejo,"2,918",12.8
7464,CA Vallejo,"4,408",9.2
7468,CA Westminster,"2,738",9.7
7472,CA West Covina,"106,098",10.1
7476,CA Vista,"5,715",10.5
7478,CA Westminster,"5,762",15.3
7484,CA Vallejo,"5,072",13.5
7485,CA Whittier,"4,705",11.4
7487,CA Westminster,"89,701",12.7
7489,CA Visalia,"6,153",8.1
7491,CA Vallejo,"115,942",10.6
7493,CA West Covina,539,9.7
7494,CA Visalia,"6,571",9.6
7500,CA West Covina,717,11.2
7503,CA Vallejo,"3,126",11.9
7514,CA Victorville,"6,068",13.7
7519,CA West Covina,"3,883",11.7
7520,CA Victorville,"115,903",11.4
7526,CA Vista,"3,984",8.6
7527,CA Whittier,"4,359",10.4
7530,CA Vallejo,"3,555",12.6
7531,CA Westminster,166,12.7
7535,CA Vista,500,8.8
7541,CA Vallejo,"2,470",9.4
7544,CA Whittier,"4,900",9.2
7552,CA Visalia,"7,019",8.9
7557,CA West Covina,"3,918",11.3
7558,CA Visalia,"4,016",10.0
7560,CA Victorville,"10,477",11.2
7570,CA West Covina,806,12.2
7572,CA Vista,"5,404",7.6
7576,CA Vista,162,8.9
7578,CA Visalia,"5,762",8.6
7583,CA Whittier,"6,529",8.7
7584,CA Victorville,"7,575",11.7
7586,CA Whittier,"1,381",8.6
7587,CA Whittier,"3,974",9.3
7588,CA West Covina,"3,863",9.5
7591,CA Vallejo,"5,180",10.2
7594,CA Vista,"4,256",8.4
7597,CA West Covina,"2,482",10.0
7599,CA Westminster,"1,400",15.2
7601,CA Visalia,"4,151",7.9
7610,CA Westminster,"4,631",12.8
7611,CA Vista,"2,361",10.3
7621,CA Vista,"4,795",9.0
7622,CA Visalia,"7,794",9.9
7623,CA Vista,"93,834",10.0
7624,CA Westminster,"4,486",9.1
7625,CA Newport Beach,"6,084",7.5
7626,CA Moreno Valley,"6,188",9.1
7627,CA Modesto,"4,402",11.0
7628,CA Newport Beach,"5,917",7.7
7629,CA Manteca,"4,368",7.9
7630,CA Menifee,"7,097",8.0
7631,CA Modesto,"3,631",11.7
7632,CA Moreno Valley,"4,150",10.5
7633,CA Milpitas,"4,474",9.6
7634,CA Milpitas,"1,714",10.3
7646,CA West Covina,"3,246",9.7
7647,CA West Covina,"2,133",10.3
7652,CA Victorville,"4,941",10.7
7653,CA West Covina,"2,126",9.5
7658,CA Visalia,"4,689",9.5
7661,CA West Covina,"4,159",10.4
7666,CA Vista,"3,592",7.1
7670,CA Westminster,"4,866",9.3
7671,CA Vallejo,"4,219",9.2
7676,CA Vallejo,"3,372",10.0
7680,CA Vallejo,"115,942",11.3
7687,CA Vallejo,"3,886",10.8
7692,CA Whittier,"3,695",9.1
7693,CA Victorville,"4,762",16.4
7699,CA Whittier,"4,002",8.4
7702,CA Vallejo,626,9.4
7707,CA West Covina,"2,743",10.5
7709,CA Vallejo,"3,655",12.4
7710,CA Victorville,"115,903",12.9
7715,CA Visalia,"4,376",10.5
7717,CA Vallejo,"2,359",11.7
7722,CA Victorville,"7,405",11.2
7729,CA Vista,"6,370",9.7
7732,CA Vallejo,"2,028",12.8
7734,CA Whittier,"2,244",9.2
7740,CA Victorville,"22,178",9.1
7741,CA Westminster,"3,873",11.3
7746,CA Westminster,"3,266",9.4
7748,CA Westminster,399,18.6
7750,CA Whittier,"3,394",8.4
7754,CA West Covina,429,11.3
7755,CA West Covina,"5,088",9.1
7757,CA Vista,277,16.7
7761,CA West Covina,"5,394",9.9
7762,CA Visalia,"4,910",9.9
